trip_id,date,driver_id,origin,dest,o_lat,o_lon,d_lat,d_lon,distance_km,load_ton,traffic_index,elevation_gain_m,avg_speed_kmh,duration_h,fuel_liters
T1517,2025-01-30,D029,Tacna,Ica,-17.96978,-70.16055,-14.05407,-75.71835,736.38,8.4,0.75,696,50.6,13.42,219.6
T1518,2025-01-30,D012,Tacna,Trujillo,-18.09173,-70.34203,-8.16689,-79.0348,1449.6,23.7,0.63,78,38.1,37.94,449.8
T1519,2025-01-30,D030,Tacna,Trujillo,-18.08055,-70.23614,-8.1159,-78.99234,1457.49,3.0,0.44,46,57.5,29.46,305.7
T1520,2025-01-30,D023,Arequipa,Puno,-16.47788,-71.66721,-15.84717,-69.984,192.96,1.0,0.66,189,28.3,6.66,68.8
T1521,2025-01-30,D036,Puno,Lima,-15.80177,-69.9989,-12.0716,-77.00399,862.15,21.9,0.57,279,76.6,10.58,275.2
T1522,2025-01-30,D014,Lima,Ica,-12.02635,-77.07862,-14.05997,-75.66827,272.9,8.9,0.57,0,43.9,6.58,112.2
T1523,2025-01-30,D033,Chiclayo,Trujillo,-6.78623,-79.87623,-8.11897,-79.0996,171.15,9.7,0.29,200,54.7,3.52,64.8
T1524,2025-01-30,D029,Arequipa,Lima,-16.42993,-71.5523,-12.0398,-77.0466,767.3,4.4,0.24,0,62.7,13.36,226.9
T1525,2025-01-30,D008,Chiclayo,Ica,-6.82454,-79.86476,-14.02308,-75.66875,922.48,10.7,0.15,53,66.5,14.76,228.4
T1526,2025-01-30,D036,Chiclayo,Puno,-6.76826,-79.87641,-15.78594,-70.04263,1467.18,2.0,0.33,70,67.1,27.59,388.8
T1527,2025-01-30,D005,Lima,Ica,-12.02741,-77.06757,-14.02229,-75.74376,264.14,17.8,0.84,0,48.3,5.84,103.9
T1528,2025-01-30,D028,Puno,Trujillo,-15.76825,-70.01311,-8.16772,-78.99108,1290.87,9.6,0.62,719,59.4,22.92,319.3
T1529,2025-01-30,D034,Ica,Chiclayo,-14.12928,-75.73964,-6.82924,-79.84864,927.6,5.4,0.32,128,76.9,12.07,302.3
T1530,2025-01-30,D014,Puno,Lima,-15.7649,-69.96789,-12.02829,-77.08568,873.28,12.5,0.99,368,55.4,18.16,309.6
T1531,2025-01-30,D021,Trujillo,Lima,-8.15546,-79.01483,-12.02615,-77.05751,480.77,13.3,0.58,419,32.5,15.49,150.3
T1532,2025-01-30,D014,Lima,Puno,-12.08459,-76.99243,-15.85794,-70.02244,861.06,5.9,0.5,0,55.3,16.16,215.6
T1533,2025-01-30,D011,Ica,Cusco,-14.04225,-75.81643,-13.5462,-72.03967,411.55,19.5,0.33,70,81.3,6.56,144.9
T1534,2025-01-30,D006,Tacna,Trujillo,-17.95743,-70.24162,-8.16408,-79.06594,1448.03,8.9,0.23,319,37.7,38.79,378.0
T1535,2025-01-30,D040,Trujillo,Tacna,-8.0828,-79.12301,-17.94542,-70.28426,1454.97,1.0,0.88,461,32.1,52.65,410.8
T1536,2025-01-30,D002,Chiclayo,Ica,-6.80845,-79.92094,-14.12974,-75.8319,928.63,5.5,0.58,376,45.4,21.08,290.7
T1537,2025-01-30,D012,Trujillo,Puno,-8.10725,-79.11398,-15.86178,-70.04186,1309.76,16.0,0.42,487,53.1,28.37,295.9
T1538,2025-01-30,D006,Ica,Chiclayo,-14.13917,-75.73423,-6.77924,-79.94872,939.05,16.6,0.15,200,48.4,20.5,271.5
T1539,2025-01-30,D025,Arequipa,Chiclayo,-16.46568,-71.52999,-6.83178,-79.78535,1397.73,12.5,0.72,608,66.4,22.07,404.2
T1540,2025-01-30,D003,Puno,Ica,-15.84397,-70.02607,-14.05396,-75.71401,642.62,7.5,0.74,575,38.0,18.86,178.1
T1541,2025-01-30,D003,Cusco,Chiclayo,-13.41253,-71.96623,-6.7225,-79.83463,1137.77,12.9,0.23,347,53.3,22.12,299.6
T1542,2025-01-30,D010,Tacna,Puno,-18.00347,-70.24752,-15.78706,-69.98429,248.04,6.5,0.49,581,32.2,9.43,79.0
T1543,2025-01-30,D039,Chiclayo,Tacna,-6.79021,-79.87308,-17.96854,-70.18308,1627.4,11.3,1.0,0,39.7,44.46,513.7
T1544,2025-01-30,D004,Ica,Chiclayo,-14.06165,-75.70065,-6.79436,-79.84911,926.56,7.6,0.54,137,47.1,23.41,264.5
T1545,2025-01-30,D014,Arequipa,Trujillo,-16.3213,-71.58509,-8.13707,-79.04632,1218.32,2.1,0.5,214,40.3,38.25,326.1
T1546,2025-01-30,D021,Tacna,Puno,-18.03619,-70.27442,-15.8439,-70.08933,244.56,5.7,0.32,556,44.5,6.68,83.9
T1547,2025-01-30,D018,Tacna,Ica,-17.97041,-70.18382,-13.99396,-75.72348,738.9,10.6,0.9,907,38.8,22.93,217.4
T1548,2025-01-30,D017,Chiclayo,Ica,-6.77331,-79.81848,-14.09566,-75.79235,925.47,4.4,0.37,84,70.1,12.25,247.7
T1549,2025-01-30,D002,Tacna,Ica,-18.06522,-70.19922,-14.11085,-75.75951,738.96,12.5,0.37,0,63.3,10.83,239.2
T1550,2025-01-30,D032,Ica,Arequipa,-14.06527,-75.72881,-16.29842,-71.54515,513.02,2.3,0.3,0,58.6,10.41,129.1
T1551,2025-01-30,D001,Tacna,Cusco,-17.97081,-70.14292,-13.55259,-71.9619,528.42,1.0,0.61,445,39.0,12.73,129.0
T1552,2025-01-30,D036,Chiclayo,Arequipa,-6.88315,-79.86309,-16.35277,-71.62117,1382.92,11.3,0.94,841,58.9,26.56,362.9
T1553,2025-01-30,D037,Puno,Trujillo,-15.8274,-69.93773,-8.04953,-79.03729,1313.84,12.3,0.1,349,59.1,22.57,380.9
T1554,2025-01-30,D015,Chiclayo,Ica,-6.72484,-79.86565,-14.05609,-75.76521,930.25,1.1,0.58,298,39.4,22.29,273.2
T1555,2025-01-30,D033,Trujillo,Lima,-8.14037,-79.01683,-12.02821,-77.01543,484.64,13.2,0.44,322,24.8,22.84,150.8
T1556,2025-01-30,D004,Trujillo,Tacna,-8.06975,-79.02603,-17.97092,-70.21985,1455.87,30.1,0.36,0,50.6,37.39,466.2
T1557,2025-01-31,D037,Tacna,Chiclayo,-18.06401,-70.24606,-6.78855,-79.80264,1626.27,11.1,0.78,0,38.8,45.98,410.7
T1558,2025-01-31,D017,Tacna,Trujillo,-18.06238,-70.28543,-8.10292,-79.12673,1463.09,5.4,0.39,313,65.3,22.88,431.3
T1559,2025-01-31,D039,Ica,Puno,-14.07035,-75.70254,-15.88577,-70.01061,643.83,7.5,0.24,122,57.2,10.93,190.1
T1560,2025-01-31,D007,Ica,Trujillo,-14.08168,-75.71567,-8.09617,-78.98343,754.97,30.6,0.69,820,32.3,23.09,295.5
T1561,2025-01-31,D003,Puno,Trujillo,-15.89797,-70.07276,-8.2333,-79.07063,1296.9,10.2,0.05,402,50.3,23.5,263.3
T1562,2025-01-31,D015,Tacna,Ica,-18.02714,-70.29674,-13.90694,-75.74835,741.19,1.3,0.53,200,71.1,11.1,209.0
T1563,2025-01-31,D006,Tacna,Lima,-18.04833,-70.23189,-12.15191,-77.04234,981.75,21.7,0.45,0,67.9,17.18,271.6
T1564,2025-01-31,D018,Ica,Tacna,-14.01849,-75.75136,-18.09369,-70.23782,743.13,1.0,0.68,342,30.4,26.35,243.0
T1565,2025-01-31,D027,Puno,Lima,-15.77559,-70.06983,-12.09852,-77.01749,853.88,25.3,0.61,617,54.9,19.31,238.6
T1566,2025-01-31,D009,Cusco,Lima,-13.53941,-72.01101,-12.10467,-77.12192,576.62,17.7,0.81,27,44.2,13.17,215.5
T1567,2025-01-31,D013,Arequipa,Ica,-16.31291,-71.56435,-13.99719,-75.58059,502.07,1.2,0.05,547,58.8,10.6,128.4
T1568,2025-01-31,D016,Lima,Tacna,-11.98582,-77.06483,-18.0536,-70.20028,999.03,14.7,0.42,190,57.9,16.9,253.1
T1569,2025-01-31,D017,Trujillo,Chiclayo,-8.06117,-79.04071,-6.67772,-79.86079,178.45,19.1,0.4,241,52.6,3.93,90.2
T1570,2025-01-31,D023,Ica,Puno,-14.11682,-75.7058,-15.78979,-70.11182,629.05,4.2,0.58,18,38.5,20.18,179.8
T1571,2025-01-31,D018,Ica,Puno,-14.05232,-75.78038,-15.81293,-70.02345,648.72,24.6,0.89,402,55.1,14.15,213.4
T1572,2025-01-31,D039,Chiclayo,Ica,-6.83942,-79.83412,-13.98696,-75.73873,912.13,12.6,0.36,458,61.6,15.09,253.0
T1573,2025-01-31,D018,Chiclayo,Ica,-6.69878,-79.78577,-14.02583,-75.72831,927.61,16.7,0.38,316,49.9,19.33,285.3
T1574,2025-01-31,D018,Trujillo,Ica,-8.07681,-78.98975,-13.99554,-75.68801,750.24,17.8,0.7,185,44.6,20.75,199.9
T1575,2025-01-31,D021,Puno,Lima,-15.76894,-70.00811,-12.0004,-77.06907,869.63,17.5,0.53,130,69.4,14.71,277.8
T1576,2025-01-31,D024,Trujillo,Chiclayo,-8.04048,-79.00462,-6.76773,-79.84346,169.07,13.6,0.79,187,45.5,4.38,82.2
T1577,2025-01-31,D015,Arequipa,Tacna,-16.49613,-71.59049,-18.0128,-70.28136,218.55,17.5,0.65,431,45.7,5.89,82.8
T1578,2025-01-31,D011,Arequipa,Ica,-16.47453,-71.57166,-14.14878,-75.73814,516.25,12.4,0.42,369,57.6,8.16,190.4
T1579,2025-01-31,D036,Cusco,Tacna,-13.50305,-71.91564,-18.05113,-70.1835,538.6,1.0,0.27,449,50.2,11.53,145.4
T1580,2025-01-31,D001,Puno,Arequipa,-15.79594,-70.04255,-16.38357,-71.62493,181.25,2.9,0.74,244,36.5,5.89,68.5
T1581,2025-01-31,D010,Arequipa,Cusco,-16.33851,-71.52289,-13.48834,-72.01489,321.3,14.1,0.83,341,51.0,7.73,142.1
T1582,2025-01-31,D038,Tacna,Puno,-17.99926,-70.28105,-15.83443,-69.99649,242.61,15.0,0.59,416,43.4,5.75,87.2
T1583,2025-01-31,D020,Cusco,Trujillo,-13.60881,-72.04906,-8.10597,-79.02072,976.48,6.3,0.58,608,50.8,21.73,306.3
T1584,2025-01-31,D003,Tacna,Arequipa,-18.03742,-70.23484,-16.45969,-71.56824,225.45,10.4,0.35,1143,62.1,3.53,79.3
T1585,2025-01-31,D026,Tacna,Ica,-18.01077,-70.10541,-13.9865,-75.68056,745.09,7.8,0.73,461,49.2,16.43,223.1
T1586,2025-01-31,D035,Ica,Tacna,-14.07005,-75.74138,-18.00213,-70.3649,721.89,21.2,0.21,249,63.4,10.48,194.5
T1587,2025-01-31,D038,Cusco,Puno,-13.484,-72.00863,-15.77001,-70.03989,330.87,11.8,0.26,153,73.1,4.22,106.9
T1588,2025-01-31,D033,Puno,Chiclayo,-15.86329,-70.09501,-6.7787,-79.83012,1464.35,22.0,0.1,618,71.9,25.4,376.1
T1589,2025-01-31,D004,Cusco,Puno,-13.59235,-71.97133,-15.73593,-70.00634,318.57,14.0,0.59,0,42.2,8.39,123.8
T1590,2025-01-31,D028,Lima,Puno,-12.10983,-77.05026,-15.89591,-69.96013,872.98,1.0,0.57,375,57.0,15.18,196.6
T1591,2025-01-31,D036,Tacna,Cusco,-18.04471,-70.32338,-13.43013,-71.87838,539.42,15.9,0.84,306,31.1,22.48,225.1
T1592,2025-01-31,D037,Lima,Trujillo,-12.03408,-77.04911,-8.08514,-79.01888,489.18,16.2,0.52,165,65.2,7.73,136.8
T1593,2025-01-31,D008,Cusco,Puno,-13.57446,-71.93093,-15.86698,-69.96792,330.97,4.0,0.44,576,50.5,6.48,91.2
T1594,2025-01-31,D027,Lima,Puno,-11.97337,-77.01304,-15.78163,-69.99557,867.69,1.6,0.86,596,36.4,28.99,193.7
T1595,2025-01-31,D002,Ica,Chiclayo,-14.12372,-75.78669,-6.69783,-79.78054,933.97,23.3,0.41,517,36.8,27.66,253.0
T1596,2025-01-31,D034,Trujillo,Tacna,-8.11405,-78.95229,-18.02321,-70.22394,1450.93,13.7,0.15,10,47.3,36.76,369.7
T1597,2025-01-31,D029,Puno,Cusco,-15.81279,-70.01248,-13.58804,-71.95402,323.72,23.6,0.76,220,29.8,10.75,135.9
T1598,2025-01-31,D037,Arequipa,Ica,-16.46111,-71.53866,-14.04913,-75.6554,516.65,5.2,0.07,116,57.5,9.71,162.1
T1599,2025-01-31,D040,Ica,Cusco,-14.12548,-75.70718,-13.53931,-72.0375,401.54,1.0,0.68,145,34.0,11.06,108.3
T1600,2025-01-31,D003,Chiclayo,Ica,-6.85815,-79.91513,-14.12614,-75.71476,929.37,10.0,0.52,182,55.4,17.56,294.2
T1601,2025-01-31,D039,Tacna,Puno,-18.09355,-70.19671,-15.79675,-70.09177,255.64,5.7,0.55,9,52.7,4.69,89.4
T1602,2025-01-31,D032,Cusco,Arequipa,-13.58184,-71.94706,-16.44103,-71.54096,320.9,5.2,0.48,350,49.7,5.96,100.0
T1603,2025-01-31,D006,Trujillo,Arequipa,-8.13222,-79.00938,-16.47784,-71.59562,1228.23,8.9,0.48,695,48.1,29.86,252.8
T1604,2025-01-31,D032,Trujillo,Lima,-8.20069,-78.93819,-12.10232,-77.02107,481.9,1.4,0.52,50,35.0,13.83,113.1
T1605,2025-01-31,D027,Arequipa,Ica,-16.43419,-71.54407,-14.11019,-75.65292,510.88,11.9,0.73,598,49.9,10.66,187.4
T1606,2025-01-31,D023,Arequipa,Chiclayo,-16.44043,-71.50991,-6.86059,-79.76303,1392.97,9.6,0.49,353,54.7,26.46,430.9
T1607,2025-01-31,D029,Cusco,Trujillo,-13.57755,-72.0927,-8.05917,-79.0304,974.76,15.1,0.23,428,59.5,15.69,240.7
T1608,2025-01-31,D010,Puno,Arequipa,-15.84125,-69.98227,-16.45552,-71.49891,175.8,11.8,0.81,754,40.6,4.83,91.9
T1609,2025-01-31,D002,Lima,Arequipa,-12.11548,-77.08817,-16.33394,-71.56253,757.98,9.1,0.69,0,55.8,15.85,183.9
T1610,2025-01-31,D011,Arequipa,Trujillo,-16.38895,-71.47884,-8.11872,-78.96758,1227.39,1.0,1.0,492,34.7,36.19,291.3
T1611,2025-01-31,D008,Arequipa,Cusco,-16.42104,-71.48038,-13.55783,-72.03971,323.99,7.4,0.36,154,48.6,7.75,68.3
T1612,2025-02-01,D013,Trujillo,Lima,-8.1313,-78.98513,-12.05918,-77.04061,485.85,16.8,0.48,148,46.9,10.04,139.8
T1613,2025-02-01,D020,Tacna,Trujillo,-17.95425,-70.29598,-8.09229,-79.05761,1449.42,2.4,0.31,83,37.1,38.83,375.2
T1614,2025-02-01,D034,Tacna,Chiclayo,-18.01206,-70.24581,-6.77107,-79.81773,1624.48,13.8,0.48,32,27.4,65.4,358.8
T1615,2025-02-01,D035,Arequipa,Puno,-16.46075,-71.60775,-15.79136,-69.98221,188.92,8.5,0.6,585,56.2,3.64,79.5
T1616,2025-02-01,D031,Ica,Puno,-14.03719,-75.75065,-15.79219,-70.02698,645.18,21.1,0.56,156,52.5,14.29,183.3
T1617,2025-02-01,D022,Cusco,Lima,-13.57361,-71.89989,-11.98062,-77.1362,594.79,20.8,0.52,345,37.5,15.6,227.6
T1618,2025-02-01,D005,Cusco,Ica,-13.54143,-71.94517,-14.04746,-75.77353,417.22,18.9,0.05,660,65.9,8.22,112.1
T1619,2025-02-01,D013,Lima,Chiclayo,-11.94623,-77.03212,-6.66453,-79.85488,663.92,9.7,0.21,648,53.8,12.82,176.3
T1620,2025-02-01,D036,Puno,Cusco,-15.8347,-70.0593,-13.55778,-71.93782,323.91,13.8,0.44,144,58.9,5.02,99.7
T1621,2025-02-01,D013,Trujillo,Arequipa,-8.10735,-79.0658,-16.35029,-71.58252,1224.78,23.7,0.05,0,74.0,19.34,315.1
T1622,2025-02-01,D020,Lima,Cusco,-12.02099,-77.06687,-13.49198,-71.99367,573.96,11.0,0.98,403,47.0,15.7,195.7
T1623,2025-02-01,D040,Trujillo,Tacna,-8.12923,-78.98227,-17.89313,-70.23266,1440.38,1.0,0.72,354,43.5,37.22,385.7
T1624,2025-02-01,D005,Tacna,Ica,-18.01845,-70.18931,-14.01964,-75.73043,740.43,1.0,0.59,329,45.3,18.93,186.8
T1625,2025-02-01,D004,Cusco,Trujillo,-13.44768,-71.98866,-8.0536,-78.9501,968.3,28.6,0.51,507,46.7,20.45,261.2
T1626,2025-02-01,D032,Chiclayo,Lima,-6.78834,-79.83397,-12.03645,-77.071,657.53,21.7,0.61,813,49.3,14.09,195.8
T1627,2025-02-01,D030,Chiclayo,Tacna,-6.78513,-79.84426,-18.0151,-70.25181,1624.94,9.7,0.79,0,45.1,33.36,401.7
T1628,2025-02-01,D036,Arequipa,Chiclayo,-16.38031,-71.55792,-6.7338,-79.86321,1402.48,17.7,0.5,732,62.5,25.23,369.0
T1629,2025-02-01,D021,Ica,Trujillo,-14.08144,-75.80923,-8.0803,-79.09324,757.35,10.3,0.58,0,53.8,15.32,216.7
T1630,2025-02-01,D016,Arequipa,Lima,-16.41218,-71.49008,-12.09319,-77.18826,779.44,6.5,0.23,638,63.4,13.54,214.4
T1631,2025-02-01,D032,Chiclayo,Tacna,-6.7838,-79.85248,-18.06137,-70.27408,1627.97,12.7,0.56,0,40.2,36.96,478.0
T1632,2025-02-01,D028,Trujillo,Arequipa,-8.08291,-79.06555,-16.44192,-71.55412,1236.4,30.1,1.0,576,44.1,36.35,327.1
T1633,2025-02-01,D020,Puno,Cusco,-15.83222,-69.97893,-13.55388,-71.98766,332.95,15.3,0.7,183,48.5,7.84,137.6
T1634,2025-02-01,D036,Lima,Cusco,-11.93355,-77.01847,-13.54284,-71.95883,577.17,21.3,0.48,339,54.0,13.82,161.4
T1635,2025-02-01,D005,Lima,Puno,-12.05197,-77.06875,-15.90344,-70.07839,867.21,16.7,0.52,138,41.7,24.16,295.7
T1636,2025-02-01,D030,Trujillo,Tacna,-8.15091,-79.09423,-18.01395,-70.27924,1453.14,7.9,0.2,179,25.6,61.88,348.0
T1637,2025-02-01,D030,Arequipa,Puno,-16.40089,-71.5234,-15.91333,-69.96225,175.33,1.7,0.77,602,46.6,4.81,65.9
T1638,2025-02-01,D021,Chiclayo,Arequipa,-6.77444,-79.86142,-16.46347,-71.52438,1408.19,1.0,0.81,0,53.6,29.0,355.3
T1639,2025-02-01,D002,Chiclayo,Ica,-6.79709,-79.80133,-14.05431,-75.83372,916.07,9.9,0.59,174,51.3,17.12,257.1
T1640,2025-02-01,D002,Tacna,Puno,-18.03781,-70.24129,-15.80644,-69.94114,250.16,21.5,0.09,200,52.4,4.96,91.2
T1641,2025-02-01,D010,Tacna,Arequipa,-17.98898,-70.20301,-16.41355,-71.64487,232.69,23.0,0.29,382,36.5,8.16,97.3
T1642,2025-02-01,D034,Arequipa,Tacna,-16.45999,-71.45132,-18.10228,-70.27932,220.98,22.5,0.21,343,69.5,4.06,80.1
T1643,2025-02-01,D027,Chiclayo,Puno,-6.71023,-79.78003,-15.76767,-69.96563,1468.77,18.0,0.56,370,44.7,30.43,428.2
T1644,2025-02-01,D029,Puno,Cusco,-15.82548,-69.97013,-13.4753,-72.02354,342.17,3.8,0.45,545,53.8,6.99,97.8
T1645,2025-02-01,D026,Chiclayo,Trujillo,-6.8,-79.80701,-8.08123,-79.05945,164.59,22.2,0.44,445,46.2,3.98,73.8
T1646,2025-02-01,D032,Trujillo,Arequipa,-8.1225,-79.08391,-16.43273,-71.53879,1234.73,19.5,0.66,333,54.4,21.49,318.7
T1647,2025-02-01,D039,Trujillo,Chiclayo,-8.1607,-79.05438,-6.79306,-79.69411,167.63,12.3,0.05,374,71.6,3.01,59.6
T1648,2025-02-01,D018,Ica,Tacna,-14.07109,-75.6801,-18.03603,-70.2004,732.84,12.6,0.95,580,41.4,19.42,147.3
T1649,2025-02-01,D031,Puno,Chiclayo,-15.8833,-69.98316,-6.7825,-79.8886,1479.03,9.3,0.37,292,53.9,30.29,403.3
T1650,2025-02-01,D004,Trujillo,Puno,-8.11277,-79.03392,-15.82895,-70.09128,1296.42,3.7,0.05,177,49.3,29.23,284.0
T1651,2025-02-01,D014,Ica,Puno,-14.12545,-75.81577,-15.80382,-70.13581,638.02,22.0,0.05,151,53.0,12.88,204.5
T1652,2025-02-01,D032,Cusco,Lima,-13.48158,-72.054,-11.97556,-77.01089,563.09,25.2,0.72,11,58.6,10.2,174.9
T1653,2025-02-01,D036,Chiclayo,Ica,-6.79216,-79.92814,-14.18315,-75.77511,938.77,1.7,0.71,259,33.5,33.26,286.3
T1654,2025-02-01,D011,Chiclayo,Trujillo,-6.75707,-79.77236,-8.09032,-78.98559,171.77,11.4,0.44,577,59.8,3.25,69.3
T1655,2025-02-01,D032,Trujillo,Arequipa,-8.05574,-79.03809,-16.41088,-71.512,1237.19,13.9,0.65,304,53.3,21.04,364.6
T1656,2025-02-01,D011,Cusco,Ica,-13.59696,-72.0088,-13.99928,-75.6881,399.82,10.2,0.72,367,69.4,6.91,139.3
T1657,2025-02-01,D033,Arequipa,Trujillo,-16.2984,-71.56222,-8.06828,-78.99465,1220.15,31.8,1.0,26,57.7,21.33,346.8
T1658,2025-02-01,D005,Puno,Tacna,-15.80473,-70.01203,-18.01608,-70.30354,247.84,12.3,0.6,329,27.3,9.81,91.7
T1659,2025-02-01,D003,Trujillo,Cusco,-8.09089,-79.0749,-13.51621,-71.95573,983.89,16.0,0.79,77,32.3,36.41,241.3
T1660,2025-02-01,D011,Trujillo,Cusco,-8.13734,-78.98934,-13.5578,-71.98343,973.73,25.1,0.41,101,33.3,34.15,278.9
T1661,2025-02-01,D004,Lima,Chiclayo,-12.06006,-76.9978,-6.76355,-79.78613,663.58,5.0,0.57,625,57.2,12.56,209.2
T1662,2025-02-01,D028,Trujillo,Arequipa,-8.11762,-79.09482,-16.35376,-71.47546,1234.06,4.7,1.0,312,33.1,44.32,330.0
T1663,2025-02-01,D015,Lima,Ica,-11.94608,-77.05053,-14.09926,-75.61386,285.56,10.1,0.83,220,43.7,6.8,89.1
T1664,2025-02-01,D033,Trujillo,Arequipa,-8.09049,-79.02669,-16.40469,-71.5944,1227.03,17.1,0.79,537,24.0,57.43,362.9
T1665,2025-02-01,D001,Tacna,Puno,-17.90603,-70.19587,-15.8334,-69.99241,231.48,8.6,0.89,528,36.4,7.46,77.1
T1666,2025-02-01,D037,Chiclayo,Lima,-6.79929,-79.75377,-12.04632,-76.9803,657.95,1.0,0.46,38,68.5,9.24,157.2
T1667,2025-02-01,D018,Chiclayo,Cusco,-6.69738,-79.74444,-13.55107,-71.93977,1144.41,17.4,0.44,96,47.8,25.04,293.1
T1668,2025-02-01,D019,Trujillo,Chiclayo,-8.0809,-79.02071,-6.74709,-79.86255,174.96,6.3,0.81,0,51.5,3.55,63.0
T1669,2025-02-01,D002,Trujillo,Puno,-8.14105,-78.97968,-15.9195,-70.025,1301.82,1.0,0.17,0,51.9,32.5,317.0
T1670,2025-02-01,D032,Trujillo,Arequipa,-8.04246,-78.99839,-16.43975,-71.58526,1232.65,1.3,0.67,0,42.4,30.28,383.7
T1671,2025-02-01,D037,Ica,Arequipa,-14.03409,-75.75108,-16.31156,-71.51552,520.3,1.0,0.44,465,53.4,10.64,145.2
T1672,2025-02-01,D010,Puno,Tacna,-15.90549,-69.97888,-17.9915,-70.23642,233.57,6.6,0.78,216,42.9,6.77,87.6
T1673,2025-02-02,D001,Trujillo,Lima,-8.12325,-79.04956,-12.00688,-77.07748,482.79,19.6,0.83,630,52.7,8.57,175.4
T1674,2025-02-02,D031,Chiclayo,Arequipa,-6.83467,-79.85135,-16.44346,-71.48184,1403.63,1.0,0.67,658,54.0,32.3,334.5
T1675,2025-02-02,D021,Tacna,Puno,-17.95316,-70.25462,-15.8512,-69.95834,235.84,10.0,0.56,169,63.8,3.83,91.7
T1676,2025-02-02,D026,Puno,Tacna,-15.92717,-70.01716,-18.01201,-70.25886,233.24,15.0,0.47,529,45.9,6.02,86.9
T1677,2025-02-02,D029,Lima,Cusco,-12.04216,-77.05907,-13.61488,-71.92738,583.18,32.2,0.36,567,47.2,12.88,220.3
T1678,2025-02-02,D017,Puno,Trujillo,-15.86532,-70.04473,-8.14932,-78.94897,1293.18,13.2,0.64,707,54.9,21.82,390.6
T1679,2025-02-02,D024,Lima,Ica,-12.08319,-77.05922,-14.02208,-75.72984,259.26,2.5,0.66,469,29.3,9.29,66.6
T1680,2025-02-02,D010,Arequipa,Puno,-16.44762,-71.41595,-15.85574,-70.11877,153.38,12.8,0.54,386,54.9,2.8,75.8
T1681,2025-02-02,D001,Tacna,Ica,-17.97157,-70.33076,-14.12028,-75.67161,713.42,11.2,0.28,306,62.1,14.54,167.9
T1682,2025-02-02,D009,Arequipa,Puno,-16.46335,-71.50714,-15.84435,-70.05254,169.92,1.0,0.72,242,52.0,4.23,54.2
T1683,2025-02-02,D013,Tacna,Chiclayo,-18.01066,-70.22089,-6.77051,-79.8958,1631.56,9.3,0.18,313,45.8,34.23,412.1
T1684,2025-02-02,D017,Arequipa,Trujillo,-16.47172,-71.55622,-8.09823,-79.04239,1235.76,8.6,0.17,377,45.9,32.09,375.9
T1685,2025-02-02,D036,Lima,Chiclayo,-12.06142,-76.9519,-6.79438,-79.81586,664.55,11.9,1.0,382,51.3,14.36,190.4
T1686,2025-02-02,D002,Puno,Ica,-15.8397,-69.94566,-14.06752,-75.77798,656.77,9.8,0.43,458,63.4,10.04,182.5
T1687,2025-02-02,D014,Ica,Cusco,-14.02623,-75.66297,-13.49365,-71.93287,407.19,19.2,0.58,312,27.8,16.12,138.0
T1688,2025-02-02,D008,Lima,Trujillo,-12.10546,-77.09488,-8.11403,-79.01858,491.23,2.0,0.05,102,57.4,9.14,108.9
T1689,2025-02-02,D008,Arequipa,Puno,-16.34682,-71.55822,-15.85873,-70.01015,174.06,22.6,0.66,198,50.0,3.38,94.6
T1690,2025-02-02,D040,Trujillo,Chiclayo,-8.03881,-79.01621,-6.8267,-79.81136,160.79,19.3,0.61,443,46.3,3.49,78.1
T1691,2025-02-02,D007,Cusco,Chiclayo,-13.63543,-71.93067,-6.76882,-79.81666,1151.85,19.4,0.28,427,61.4,18.29,259.9
T1692,2025-02-02,D026,Lima,Chiclayo,-12.04609,-76.99015,-6.81195,-79.89146,663.28,4.1,0.05,816,60.7,13.21,185.2
T1693,2025-02-02,D018,Puno,Trujillo,-15.87436,-70.08443,-8.1608,-79.04366,1297.45,17.8,0.55,436,50.5,25.82,326.5
T1694,2025-02-02,D009,Lima,Arequipa,-12.08399,-77.06252,-16.35496,-71.44012,769.8,15.8,0.86,440,32.8,27.46,228.4
T1695,2025-02-02,D019,Tacna,Trujillo,-17.9488,-70.20487,-8.14843,-79.00074,1446.63,3.7,0.95,425,42.6,32.21,411.6
T1696,2025-02-02,D013,Arequipa,Puno,-16.40675,-71.48858,-15.79358,-69.94083,178.86,7.8,0.45,0,72.2,2.77,53.2
T1697,2025-02-02,D001,Puno,Ica,-15.81695,-69.98021,-14.05518,-75.72961,647.98,13.6,0.65,345,56.1,11.53,225.0
T1698,2025-02-02,D004,Tacna,Cusco,-18.04404,-70.22319,-13.51653,-71.95628,536.48,5.6,0.47,492,55.9,10.31,154.2
T1699,2025-02-02,D025,Cusco,Ica,-13.49687,-71.9966,-14.02113,-75.76114,410.74,14.7,0.32,170,63.6,6.97,119.5
T1700,2025-02-02,D009,Tacna,Lima,-17.97732,-70.23958,-12.03924,-77.06087,985.94,22.6,0.65,434,22.3,55.7,274.7
T1701,2025-02-02,D034,Arequipa,Puno,-16.41357,-71.56589,-15.83871,-69.98466,180.6,16.5,0.47,922,55.3,3.75,67.5
T1702,2025-02-02,D038,Tacna,Ica,-18.00026,-70.2203,-14.08086,-75.73815,733.11,1.1,0.55,414,43.4,16.0,235.0
